Service,Title,Date,Score,Body
Alexandra,want to move,8/25/2021,3,"I want to move surgeries as this place is just getting worse for access. I called, got a phone call back in a couple of days, but no appointment offered, told to go to the pharmacy, who could not help me and were a bit surprised about me being sent there.  I have called again, I was told to go to pharmacy again, but I had to say that they said it is not them I need to see but my doctor. Reception then argue with you and it is you that are accused of being abusive when all you are doing is telling them what you have been told. It feels like they just say this but have no idea as the pharmacist said I must go back to them. 2 weeks on, still not getting to speak again to a GP it is ridiculous."
Alexandra,went  for review for mediication,5/20/2021,5,"I wish to thank Alexandra  Road surgery for the wonderful care I recieved today before I knew it I was being assessed at Paget,  fluid on lungs causing difficulty  breathing  aria related  thank you all so very much for the care you gave me"
Alexandra,Whole system does not work,7/3/2019,4,Just find the whole system does not work.  If operating 'on the day' only there needs to be more people answering the 'phone.  Do not expect to be questioned in an aggressive way either!
Alexandra,Worst doctors surgery I have ever experienced,7/1/2022,1,"Staff are rude and have no patience. Doctors are rude, dismissive and have no time for you. They don't take the time to listen to your symptoms, talk over you and can't wait to get you out of the door."
Alexandra,Would be nice to see own GP,7/3/2019,4,"It would be nice to see your own GP.  Sometimes it is difficult to get appointments and when you do they run really late.  Seeing your own GP is important when, like me, you have an ongoing condition."
Alexandra,wrong information given,11/19/2019,3,"I saw Nurse practitioner last week who gave me prescription and told me about ‘self certification’ and said if I still feel I need to be off after that, I can call in, speak to receptionist and state that I need a doctors note. So when I did that, reception gave me a ‘information’ line number, which I called and was on hold for 45 minutes. They said that i’d need to make appointment to do that, so I then had to ring the surgery again. I asked about the 1pm time for afternoon appointments and they said they do not do that anymore and all appointments had gone so had to call next day. I was very annoyed as I had called that morning already only to be told to call the info line. So today I called at 8am and got through finally 55mins later. Can however only see a Nurse Practitioner who will not be able to issue a doctors note.
The system ‘stinks’, and the team are giving mixed messages.
Told I need to SEE a GP as it’s my first certificate, yet I’m not seeing one.
I asked for a telephone appointment, as other surgeries do that and that would save everyone time, but no, they do not do that either.
So frustrating.  Meanwhile my employer is waiting for the paperwork."
Andaman Surgery,4* due to waiting times,6/10/2016,4,"It can be 2-3 weeks for an appointment and I have waited 40 minutes in the waiting room too. Generally the care is good care, but if you want to see your own doctor it can take even longer. I usually have to have any doctor going."
Andaman Surgery,A nice surgery overall,6/11/2018,4,"I find the surgery in the main very good at giving me an appointment.  
My only criticism would be that the staff can be a bit short with you when you call to try and make the appointment."
Andaman Surgery,Able to get appointment on the day,6/11/2018,4,I like that I am able to get an appointment at short notice but when I attend the appointment there's usually a 30 minute wait as they are running late.
Andaman Surgery,Adapting to new way difficult,5/8/2021,4,"We are finding the change to not 'seeing' someone difficult.  We recently did manage to get in to see the GP as we had had a long delay for a procedure that should have happened last year. It is something that happens every year at the hospital, or the pain just gets unbearable, which had been the case. Thankfully seeing the GP meant another immediate referral was made for 'high priority' and we are now booked in in the next 2 weeks for the procedure. I am not sure without a face to face examination if the referral would have happened.
CDO reasoned with them that it seems then that appropriately they were seen face to face and immediate action was taken."
